Domains(Old),Domains(New)
100.6.4.64.in-addr.arpa,microsoftboard.com.tw.
100.6.4.64.in-addr.arpa,microsoftcloud.com.
100.6.4.64.in-addr.arpa,microsoftcloud.com.au.
100.6.4.64.in-addr.arpa,microsoftdydps.com.
100.6.4.64.in-addr.arpa,microsoftdydps.net.
100.6.4.64.in-addr.arpa,microsoftdydps.org.
100.6.4.64.in-addr.arpa,microsoftskype.ee.
100.6.4.64.in-addr.arpa,microsoftskype.hu.
100.6.4.64.in-addr.arpa,microsothealth.com.
100.6.4.64.in-addr.arpa,micrsofthealth.com.
100.6.4.64.in-addr.arpa,migratetoazure.net.
100.6.4.64.in-addr.arpa,mirosofthealth.com.
100.6.4.64.in-addr.arpa,mscloudpartner.co.in.
100.6.4.64.in-addr.arpa,mscloudpartner.in.
100.6.4.64.in-addr.arpa,myoffer365-ppe.com.
100.6.4.64.in-addr.arpa,myvisualstudio.ca.
100.6.4.64.in-addr.arpa,nowonoffice365.in.
100.6.4.64.in-addr.arpa,nowonoffice365.net.
100.6.4.64.in-addr.arpa,o365winfactory.in.
100.6.4.64.in-addr.arpa,o365winfactory.com.
100.6.4.64.in-addr.arpa,o365winfactory.net.
100.6.4.64.in-addr.arpa,ofertaswindows.mx.
100.6.4.64.in-addr.arpa,ofertaswindows.com.
100.6.4.64.in-addr.arpa,ofertaswindows.com.mx.
100.6.4.64.in-addr.arpa,ofertaswindows.net.
100.6.4.64.in-addr.arpa,outlook-online.cn.
100.6.4.64.in-addr.arpa,outlook-online.com.cn.
100.6.4.64.in-addr.arpa,quieromioffice.com.
100.6.4.64.in-addr.arpa,reimaginespdev.com.
100.6.4.64.in-addr.arpa,reimaginespdev.net.
100.6.4.64.in-addr.arpa,restart-europe.eu.
100.6.4.64.in-addr.arpa,restart-europe.com.
100.6.4.64.in-addr.arpa,restart-europe.net.
100.6.4.64.in-addr.arpa,seizeourfuture.com.
100.6.4.64.in-addr.arpa,skype4asterisk.nl.
100.6.4.64.in-addr.arpa,sparks-project.com.
100.6.4.64.in-addr.arpa,sparks-project.net.
100.6.4.64.in-addr.arpa,spartanassault.net.
100.6.4.64.in-addr.arpa,streetsideinfo.com.
100.6.4.64.in-addr.arpa,streetsideinfo.net.
100.6.4.64.in-addr.arpa,surfacedesktop.com.
100.6.4.64.in-addr.arpa,surfacedesktop.net.
100.6.4.64.in-addr.arpa,surfacedrawing.com.
100.6.4.64.in-addr.arpa,surfacedrawing.net.
100.6.4.64.in-addr.arpa,surfacegesture.com.
100.6.4.64.in-addr.arpa,surfacegesture.net.
100.6.4.64.in-addr.arpa,surfacejukebox.com.
100.6.4.64.in-addr.arpa,surfaceprinter.com.
100.6.4.64.in-addr.arpa,surfaceprinter.net.
100.6.4.64.in-addr.arpa,surfacestories.nl.
100.6.4.64.in-addr.arpa,userexperience.net.
100.6.4.64.in-addr.arpa,userexperience.org.
100.6.4.64.in-addr.arpa,willcode4green.com.
100.6.4.64.in-addr.arpa,windowskylight.net.
100.6.4.64.in-addr.arpa,wpcregsnapshot.com.
100.6.4.64.in-addr.arpa,wpcregsnapshot.net.
100.6.4.64.in-addr.arpa,acadaccelerator.com.
100.6.4.64.in-addr.arpa,anywhereworking.net.
100.6.4.64.in-addr.arpa,appbuildersclub.co.in.
100.6.4.64.in-addr.arpa,appbuildersclub.in.
100.6.4.64.in-addr.arpa,appbuildersclub.com.
100.6.4.64.in-addr.arpa,appbuildersclub.net.
100.6.4.64.in-addr.arpa,azuregotomarket.com.
100.6.4.64.in-addr.arpa,azureopinsights.com.
100.6.4.64.in-addr.arpa,beauty-explorer.bg.
100.6.4.64.in-addr.arpa,bingadsshopping.com.
100.6.4.64.in-addr.arpa,buildbingadsapi.com.
100.6.4.64.in-addr.arpa,buildbingsearch.com.
100.6.4.64.in-addr.arpa,buildforwindows.com.
100.6.4.64.in-addr.arpa,computetogether.com.
100.6.4.64.in-addr.arpa,computetogether.net.
100.6.4.64.in-addr.arpa,devicesurveyedu.com.
100.6.4.64.in-addr.arpa,devicesurveygov.com.
100.6.4.64.in-addr.arpa,discoversurface.co.uk.
100.6.4.64.in-addr.arpa,discoversurface.com.
100.6.4.64.in-addr.arpa,discoversurface.net.
100.6.4.64.in-addr.arpa,empoweringusall.com.
100.6.4.64.in-addr.arpa,empoweringusall.net.
100.6.4.64.in-addr.arpa,gearsofwarmovie.be.
100.6.4.64.in-addr.arpa,gearsofwarmovie.co.uk.
100.6.4.64.in-addr.arpa,gearsofwarmovie.eu.
100.6.4.64.in-addr.arpa,gearsofwarmovie.com.
100.6.4.64.in-addr.arpa,gearsofwarmovie.net.
100.6.4.64.in-addr.arpa,gearsofwarmovie.org.
100.6.4.64.in-addr.arpa,gelecegehaziriz.com.
100.6.4.64.in-addr.arpa,get2modernkorea.com.
100.6.4.64.in-addr.arpa,get2modernkorea.net.
100.6.4.64.in-addr.arpa,hololenswindows.com.
100.6.4.64.in-addr.arpa,hosted-git-repo.com.
100.6.4.64.in-addr.arpa,hosted-git-repo.net.
100.6.4.64.in-addr.arpa,icrosoftsurface.com.
100.6.4.64.in-addr.arpa,icrosoftsurface.net.
100.6.4.64.in-addr.arpa,icrosoftsurface.org.
100.6.4.64.in-addr.arpa,internetoftouch.nl.
100.6.4.64.in-addr.arpa,internetoftouch.nu.
100.6.4.64.in-addr.arpa,internetoftouch.com.
100.6.4.64.in-addr.arpa,internetoftouch.net.
100.6.4.64.in-addr.arpa,liberatedoffice.ca.
100.6.4.64.in-addr.arpa,liberatedoffice.com.
100.6.4.64.in-addr.arpa,microsftsurface.com.
100.6.4.64.in-addr.arpa,microsftsurface.net.
100.6.4.64.in-addr.arpa,microsftsurface.org.
100.6.4.64.in-addr.arpa,microsoftatrium.com.
100.6.4.64.in-addr.arpa,microsoftatrium.net.
100.6.4.64.in-addr.arpa,microsoftberlin.com.
100.6.4.64.in-addr.arpa,microsoftequipt.at.
100.6.4.64.in-addr.arpa,microsoftflight.net.
100.6.4.64.in-addr.arpa,microsofthealth.at.
100.6.4.64.in-addr.arpa,microsofthealth.be.
100.6.4.64.in-addr.arpa,microsofthealth.ca.
100.6.4.64.in-addr.arpa,microsofthealth.ch.
100.6.4.64.in-addr.arpa,microsofthealth.cm.
100.6.4.64.in-addr.arpa,microsofthealth.co.
100.6.4.64.in-addr.arpa,microsofthealth.co.il.
100.6.4.64.in-addr.arpa,microsofthealth.co.in.
100.6.4.64.in-addr.arpa,microsofthealth.co.kr.
100.6.4.64.in-addr.arpa,microsofthealth.co.nz.
100.6.4.64.in-addr.arpa,microsofthealth.co.uk.
100.6.4.64.in-addr.arpa,microsofthealth.co.za.
100.6.4.64.in-addr.arpa,microsofthealth.cz.
100.6.4.64.in-addr.arpa,microsofthealth.de.
100.6.4.64.in-addr.arpa,microsofthealth.dk.
100.6.4.64.in-addr.arpa,microsofthealth.es.
100.6.4.64.in-addr.arpa,microsofthealth.eu.
100.6.4.64.in-addr.arpa,microsofthealth.fi.
100.6.4.64.in-addr.arpa,microsofthealth.fr.
100.6.4.64.in-addr.arpa,microsofthealth.hk.
100.6.4.64.in-addr.arpa,microsofthealth.hu.
100.6.4.64.in-addr.arpa,microsofthealth.ie.
100.6.4.64.in-addr.arpa,microsofthealth.in.
100.6.4.64.in-addr.arpa,microsofthealth.it.
100.6.4.64.in-addr.arpa,microsofthealth.jp.
100.6.4.64.in-addr.arpa,microsofthealth.kr.
100.6.4.64.in-addr.arpa,microsofthealth.ms.
100.6.4.64.in-addr.arpa,microsofthealth.mx.
100.6.4.64.in-addr.arpa,microsofthealth.nl.
100.6.4.64.in-addr.arpa,microsofthealth.no.
100.6.4.64.in-addr.arpa,microsofthealth.pl.
100.6.4.64.in-addr.arpa,microsofthealth.ru.
100.6.4.64.in-addr.arpa,microsofthealth.se.
100.6.4.64.in-addr.arpa,microsofthealth.sg.
100.6.4.64.in-addr.arpa,microsofthealth.tw.
100.6.4.64.in-addr.arpa,microsofthealth.us.
100.6.4.64.in-addr.arpa,microsofthealth.com.ar.
100.6.4.64.in-addr.arpa,microsofthealth.com.au.
100.6.4.64.in-addr.arpa,microsofthealth.com.br.
100.6.4.64.in-addr.arpa,microsofthealth.com.es.
100.6.4.64.in-addr.arpa,microsofthealth.com.gr.
100.6.4.64.in-addr.arpa,microsofthealth.com.hk.
100.6.4.64.in-addr.arpa,microsofthealth.com.mx.
100.6.4.64.in-addr.arpa,microsofthealth.com.my.
100.6.4.64.in-addr.arpa,microsofthealth.com.pl.
100.6.4.64.in-addr.arpa,microsofthealth.com.pt.
100.6.4.64.in-addr.arpa,microsofthealth.com.sg.
100.6.4.64.in-addr.arpa,microsofthealth.com.tr.
100.6.4.64.in-addr.arpa,microsofthealth.com.tw.
100.6.4.64.in-addr.arpa,microsoftignite.be.
100.6.4.64.in-addr.arpa,microsoftignite.ca.
100.6.4.64.in-addr.arpa,microsoftignite.ch.
100.6.4.64.in-addr.arpa,microsoftignite.cn.
100.6.4.64.in-addr.arpa,microsoftignite.co.uk.
100.6.4.64.in-addr.arpa,microsoftignite.cz.
100.6.4.64.in-addr.arpa,microsoftignite.es.
100.6.4.64.in-addr.arpa,microsoftignite.fr.
100.6.4.64.in-addr.arpa,microsoftignite.jp.
100.6.4.64.in-addr.arpa,microsoftignite.kr.
100.6.4.64.in-addr.arpa,microsoftignite.nl.
100.6.4.64.in-addr.arpa,microsoftignite.pl.
100.6.4.64.in-addr.arpa,microsoftignite.com.
100.6.4.64.in-addr.arpa,microsoftignite.com.au.
100.6.4.64.in-addr.arpa,microsoftignite.com.tw.
100.6.4.64.in-addr.arpa,microsoftignite.net.
100.6.4.64.in-addr.arpa,micrsoftsurface.com.
100.6.4.64.in-addr.arpa,micrsoftsurface.net.
100.6.4.64.in-addr.arpa,micrsoftsurface.org.
100.6.4.64.in-addr.arpa,office365offers.in.
100.6.4.64.in-addr.arpa,officewebviewer.com.
100.6.4.64.in-addr.arpa,officewebviewer.net.
100.6.4.64.in-addr.arpa,playerframework.com.
100.6.4.64.in-addr.arpa,playerframework.net.
100.6.4.64.in-addr.arpa,playerframework.org.
100.6.4.64.in-addr.arpa,poznejzakazniky.cz.
100.6.4.64.in-addr.arpa,projecteveryone.co.uk.
100.6.4.64.in-addr.arpa,projecteveryone.com.
100.6.4.64.in-addr.arpa,projecteveryone.net.
100.6.4.64.in-addr.arpa,projecteveryone.org.
100.6.4.64.in-addr.arpa,pruebaoffice365.es.
100.6.4.64.in-addr.arpa,pruebaoffice365.com.
100.6.4.64.in-addr.arpa,pruebaoffice365.net.
100.6.4.64.in-addr.arpa,safetycoalition.com.
100.6.4.64.in-addr.arpa,shopsmartertips.com.
100.6.4.64.in-addr.arpa,stand4standards.com.
100.6.4.64.in-addr.arpa,streetsidefacts.com.
100.6.4.64.in-addr.arpa,streetsidefacts.net.
100.6.4.64.in-addr.arpa,studentpartners.net.
100.6.4.64.in-addr.arpa,studentpartners.org.
100.6.4.64.in-addr.arpa,supportcomputer.com.
100.6.4.64.in-addr.arpa,surfacebrowsing.com.
100.6.4.64.in-addr.arpa,surfacebrowsing.net.
100.6.4.64.in-addr.arpa,surfacecheckers.com.
100.6.4.64.in-addr.arpa,surfacecheckers.net.
100.6.4.64.in-addr.arpa,surfacecomputer.com.
100.6.4.64.in-addr.arpa,surfacecomputer.net.
100.6.4.64.in-addr.arpa,surfacecomputer.org.
100.6.4.64.in-addr.arpa,surfacepainting.com.
100.6.4.64.in-addr.arpa,surfacepainting.net.
100.6.4.64.in-addr.arpa,surfacepartners.com.
100.6.4.64.in-addr.arpa,surfacepartners.net.
100.6.4.64.in-addr.arpa,surfacepartners.org.
100.6.4.64.in-addr.arpa,surfacetogether.com.
100.6.4.64.in-addr.arpa,surfacetogether.net.
100.6.4.64.in-addr.arpa,switchfromgmail.com.
100.6.4.64.in-addr.arpa,switchfromgmail.net.
100.6.4.64.in-addr.arpa,thecompanionweb.com.
100.6.4.64.in-addr.arpa,togethersurface.net.
100.6.4.64.in-addr.arpa,ukoncenipodpory.cz.
100.6.4.64.in-addr.arpa,ultimatestudios.com.
100.6.4.64.in-addr.arpa,visualbasiclang.com.
100.6.4.64.in-addr.arpa,visualbasiclang.net.
100.6.4.64.in-addr.arpa,visualbasiclang.org.
100.6.4.64.in-addr.arpa,whatsupinpoland.pl.
100.6.4.64.in-addr.arpa,windowshologram.com.
100.6.4.64.in-addr.arpa,windowshologram.net.
100.6.4.64.in-addr.arpa,windowshololens.com.
100.6.4.64.in-addr.arpa,windowshololens.net.
100.6.4.64.in-addr.arpa,windowsskylight.com.
100.6.4.64.in-addr.arpa,windowsskylight.net.
100.6.4.64.in-addr.arpa,youthsparklatam.com.
100.6.4.64.in-addr.arpa,youthsparklatam.net.
100.6.4.64.in-addr.arpa,ciosummitlucky13.com.
100.6.4.64.in-addr.arpa,ciosummitlucky13.net.
100.6.4.64.in-addr.arpa,compilerplatform.com.
100.6.4.64.in-addr.arpa,compilerplatform.net.
100.6.4.64.in-addr.arpa,compilerplatform.org.
100.6.4.64.in-addr.arpa,createbingadsapi.com.
100.6.4.64.in-addr.arpa,createbingsearch.com.
100.6.4.64.in-addr.arpa,dontgetscroogled.co.uk.
100.6.4.64.in-addr.arpa,dontgetscroogled.de.
100.6.4.64.in-addr.arpa,dontgetscroogled.fr.
100.6.4.64.in-addr.arpa,educadoresemrede.com.br.
100.6.4.64.in-addr.arpa,estaconoffice365.com.
100.6.4.64.in-addr.arpa,estaconoffice365.net.
100.6.4.64.in-addr.arpa,exchangeyourmail.org.
100.6.4.64.in-addr.arpa,freemicrosofthub.com.
100.6.4.64.in-addr.arpa,gagnezunesurface.be.
100.6.4.64.in-addr.arpa,heroesofthecloud.com.
100.6.4.64.in-addr.arpa,heroesofthecloud.net.
100.6.4.64.in-addr.arpa,hosted-git-repos.com.
100.6.4.64.in-addr.arpa,hosted-git-repos.net.
100.6.4.64.in-addr.arpa,internetexplorer.bg.
100.6.4.64.in-addr.arpa,isimiyeniliyorum.com.
100.6.4.64.in-addr.arpa,jegviltilnewyork.no.
100.6.4.64.in-addr.arpa,joinprojectspark.net.
100.6.4.64.in-addr.arpa,jointhetechelite.in.
100.6.4.64.in-addr.arpa,lojawindowsphone.com.
100.6.4.64.in-addr.arpa,microsoft-atrium.com.
100.6.4.64.in-addr.arpa,microsoft-atrium.net.
100.6.4.64.in-addr.arpa,microsoft-berlin.net.
100.6.4.64.in-addr.arpa,microsoft-surfac.com.
100.6.4.64.in-addr.arpa,microsoft-surfac.net.
100.6.4.64.in-addr.arpa,microsoft-surfac.org.
100.6.4.64.in-addr.arpa,microsofthekaton.com.
100.6.4.64.in-addr.arpa,microsofthekaton.net.
100.6.4.64.in-addr.arpa,microsofthubblog.com.
100.6.4.64.in-addr.arpa,microsoftrewards.com.
100.6.4.64.in-addr.arpa,microsoftrewards.net.
100.6.4.64.in-addr.arpa,microsoftsurface.biz.
100.6.4.64.in-addr.arpa,microsoftsurface.info.
100.6.4.64.in-addr.arpa,microsofttriplec.com.
100.6.4.64.in-addr.arpa,microsofttriplec.net.
100.6.4.64.in-addr.arpa,mikrosoftsurface.com.
100.6.4.64.in-addr.arpa,mikrosoftsurface.net.
100.6.4.64.in-addr.arpa,mikrosoftsurface.org.
100.6.4.64.in-addr.arpa,movemetothecloud.net.
100.6.4.64.in-addr.arpa,movemetowebsites.net.
100.6.4.64.in-addr.arpa,msftcloudpartner.co.in.
100.6.4.64.in-addr.arpa,msftcloudpartner.in.
100.6.4.64.in-addr.arpa,msftcloudpartner.com.
100.6.4.64.in-addr.arpa,msftcloudpartner.net.
100.6.4.64.in-addr.arpa,office365-1for10.tw.
100.6.4.64.in-addr.arpa,playstation2xbox.com.
100.6.4.64.in-addr.arpa,projectsparkbeta.net.
100.6.4.64.in-addr.arpa,skypeforasterisk.nl.
100.6.4.64.in-addr.arpa,strikethebalance.net.
100.6.4.64.in-addr.arpa,strikethebalance.org.
100.6.4.64.in-addr.arpa,student-explorer.bg.
100.6.4.64.in-addr.arpa,supportcomputers.com.
100.6.4.64.in-addr.arpa,surfaceappliance.com.
100.6.4.64.in-addr.arpa,surfaceappliance.net.
100.6.4.64.in-addr.arpa,surfacebookstore.com.
100.6.4.64.in-addr.arpa,surfacebookstore.net.
100.6.4.64.in-addr.arpa,surfacecomputers.com.
100.6.4.64.in-addr.arpa,surfacecomputers.net.
100.6.4.64.in-addr.arpa,surfacecomputers.org.
100.6.4.64.in-addr.arpa,surfacecomputing.com.
100.6.4.64.in-addr.arpa,surfacecomputing.net.
100.6.4.64.in-addr.arpa,surfacecomputing.org.
100.6.4.64.in-addr.arpa,teknolojiyedokun.com.
100.6.4.64.in-addr.arpa,thedigitaleatery.de.
100.6.4.64.in-addr.arpa,thedigitaleatery.com.
100.6.4.64.in-addr.arpa,thedigitaleatery.net.
100.6.4.64.in-addr.arpa,theie10countdown.in.
100.6.4.64.in-addr.arpa,trabajatranquilo.com.
100.6.4.64.in-addr.arpa,vooruitmetdezaak.be.
100.6.4.64.in-addr.arpa,willcodeforgreen.com.
100.6.4.64.in-addr.arpa,windowsholograms.com.
100.6.4.64.in-addr.arpa,windowsholograms.net.
100.6.4.64.in-addr.arpa,windowsintunekit.com.
100.6.4.64.in-addr.arpa,wwwmicrosoftedge.com.
100.6.4.64.in-addr.arpa,xboxprojectnatal.co.uk.
100.6.4.64.in-addr.arpa,xboxprojectnatal.com.
100.6.4.64.in-addr.arpa,xboxprojectnatal.net.
100.6.4.64.in-addr.arpa,xboxprojectnatal.org.
100.6.4.64.in-addr.arpa,1driveforbusiness.com.
100.6.4.64.in-addr.arpa,1driveforbusiness.net.
100.6.4.64.in-addr.arpa,2in1voorbedrijven.be.
100.6.4.64.in-addr.arpa,appeventkitbanner.com.
100.6.4.64.in-addr.arpa,appeventkitbanner.net.
100.6.4.64.in-addr.arpa,appeventkitbanner.org.
100.6.4.64.in-addr.arpa,buildbingadsgames.com.
100.6.4.64.in-addr.arpa,buildbingadslocal.com.
100.6.4.64.in-addr.arpa,bureausanslimites.ca.
100.6.4.64.in-addr.arpa,bureausanslimites.com.
100.6.4.64.in-addr.arpa,cloudplatformdays.com.
100.6.4.64.in-addr.arpa,crmcustomercenter.com.
100.6.4.64.in-addr.arpa,datacentertcotool.net.
100.6.4.64.in-addr.arpa,destructionserver.net.
100.6.4.64.in-addr.arpa,everystreetunited.com.
100.6.4.64.in-addr.arpa,everystreetunited.net.
100.6.4.64.in-addr.arpa,halofiveguardians.ca.
100.6.4.64.in-addr.arpa,halofiveguardians.cn.
100.6.4.64.in-addr.arpa,halofiveguardians.co.in.
100.6.4.64.in-addr.arpa,halofiveguardians.co.uk.
100.6.4.64.in-addr.arpa,halofiveguardians.in.
100.6.4.64.in-addr.arpa,halofiveguardians.jp.
100.6.4.64.in-addr.arpa,halofiveguardians.tw.
100.6.4.64.in-addr.arpa,halofiveguardians.com.
100.6.4.64.in-addr.arpa,halofiveguardians.com.au.
100.6.4.64.in-addr.arpa,halofiveguardians.com.cn.
100.6.4.64.in-addr.arpa,halofiveguardians.com.tw.
100.6.4.64.in-addr.arpa,halofiveguardians.net.
100.6.4.64.in-addr.arpa,halofiveguardians.org.
100.6.4.64.in-addr.arpa,internetexplorer9.bg.
100.6.4.64.in-addr.arpa,joinedupaustralia.com.
100.6.4.64.in-addr.arpa,joinedupaustralia.com.au.
100.6.4.64.in-addr.arpa,joinedupaustralia.net.
100.6.4.64.in-addr.arpa,keepcalmandoffice.com.
100.6.4.64.in-addr.arpa,legalizatuempresa.com.
100.6.4.64.in-addr.arpa,livingroomsurface.com.
100.6.4.64.in-addr.arpa,livingroomsurface.net.
100.6.4.64.in-addr.arpa,microsoft-surface.com.
100.6.4.64.in-addr.arpa,microsoft-surface.net.
100.6.4.64.in-addr.arpa,microsoft-surface.org.
100.6.4.64.in-addr.arpa,microsoftcloud-fr.ca.
100.6.4.64.in-addr.arpa,microsoftforgrads.com.
100.6.4.64.in-addr.arpa,microsofthologram.nl.
100.6.4.64.in-addr.arpa,microsofthologram.com.
100.6.4.64.in-addr.arpa,microsofthologram.net.
100.6.4.64.in-addr.arpa,microsofthololens.ca.
100.6.4.64.in-addr.arpa,microsofthololens.ch.
100.6.4.64.in-addr.arpa,microsofthololens.cm.
100.6.4.64.in-addr.arpa,microsofthololens.cn.
100.6.4.64.in-addr.arpa,microsofthololens.co.
100.6.4.64.in-addr.arpa,microsofthololens.co.il.
100.6.4.64.in-addr.arpa,microsofthololens.co.in.
100.6.4.64.in-addr.arpa,microsofthololens.co.kr.
100.6.4.64.in-addr.arpa,microsofthololens.co.uk.
100.6.4.64.in-addr.arpa,microsofthololens.es.
100.6.4.64.in-addr.arpa,microsofthololens.fr.
100.6.4.64.in-addr.arpa,microsofthololens.hu.
100.6.4.64.in-addr.arpa,microsofthololens.in.
100.6.4.64.in-addr.arpa,microsofthololens.it.
100.6.4.64.in-addr.arpa,microsofthololens.jp.
100.6.4.64.in-addr.arpa,microsofthololens.kr.
100.6.4.64.in-addr.arpa,microsofthololens.ms.
100.6.4.64.in-addr.arpa,microsofthololens.mx.
100.6.4.64.in-addr.arpa,microsofthololens.nl.
100.6.4.64.in-addr.arpa,microsofthololens.sg.
100.6.4.64.in-addr.arpa,microsofthololens.tv.
100.6.4.64.in-addr.arpa,microsofthololens.tw.
100.6.4.64.in-addr.arpa,microsofthololens.com.
100.6.4.64.in-addr.arpa,microsofthololens.com.ar.
100.6.4.64.in-addr.arpa,microsofthololens.com.au.
100.6.4.64.in-addr.arpa,microsofthololens.com.br.
100.6.4.64.in-addr.arpa,microsofthololens.com.cn.
100.6.4.64.in-addr.arpa,microsofthololens.com.es.
100.6.4.64.in-addr.arpa,microsofthololens.com.hk.
100.6.4.64.in-addr.arpa,microsofthololens.com.mx.
100.6.4.64.in-addr.arpa,microsofthololens.com.sg.
100.6.4.64.in-addr.arpa,microsofthololens.com.tw.
100.6.4.64.in-addr.arpa,microsofthololens.net.
100.6.4.64.in-addr.arpa,microsofthololens.org.
100.6.4.64.in-addr.arpa,microsofthololens.mobi.
100.6.4.64.in-addr.arpa,microsoftonedrive.com.
100.6.4.64.in-addr.arpa,microsoftonedrive.net.
100.6.4.64.in-addr.arpa,microsoftopenness.co.in.
100.6.4.64.in-addr.arpa,microsoftopenness.in.
100.6.4.64.in-addr.arpa,microsoftopenness.com.
100.6.4.64.in-addr.arpa,microsoftskylight.com.
100.6.4.64.in-addr.arpa,microsoftskylight.net.
100.6.4.64.in-addr.arpa,mseducatornetwork.com.
100.6.4.64.in-addr.arpa,mseducatornetwork.net.
100.6.4.64.in-addr.arpa,mslearningpartner.in.
100.6.4.64.in-addr.arpa,multitouchsurface.net.
100.6.4.64.in-addr.arpa,mypictureprojects.com.
100.6.4.64.in-addr.arpa,mytravelcompanion.be.
100.6.4.64.in-addr.arpa,netmicroframework.com.
100.6.4.64.in-addr.arpa,netmicroframework.net.
100.6.4.64.in-addr.arpa,netmicroframework.org.
100.6.4.64.in-addr.arpa,office365bireysel.com.
100.6.4.64.in-addr.arpa,officeforstudents.com.
100.6.4.64.in-addr.arpa,officeforstudents.net.
100.6.4.64.in-addr.arpa,onedrive4business.co.uk.
100.6.4.64.in-addr.arpa,onedrive4business.com.
100.6.4.64.in-addr.arpa,onedrive4business.net.
100.6.4.64.in-addr.arpa,onedrive4business.org.
100.6.4.64.in-addr.arpa,powershellgallery.net.
100.6.4.64.in-addr.arpa,powershellgallery.org.
100.6.4.64.in-addr.arpa,selecciondeventas.com.
100.6.4.64.in-addr.arpa,selecciondeventas.net.
100.6.4.64.in-addr.arpa,standforstandards.com.
100.6.4.64.in-addr.arpa,surfacetelevision.com.
100.6.4.64.in-addr.arpa,surfacetelevision.net.
100.6.4.64.in-addr.arpa,technologybrokers.com.
100.6.4.64.in-addr.arpa,televisionsurface.com.
100.6.4.64.in-addr.arpa,televisionsurface.net.
100.6.4.64.in-addr.arpa,thedigital-eatery.de.
100.6.4.64.in-addr.arpa,thedigital-eatery.com.
100.6.4.64.in-addr.arpa,thedigital-eatery.net.
100.6.4.64.in-addr.arpa,theintelligentcar.com.
100.6.4.64.in-addr.arpa,vipshowroomsurvey.com.
100.6.4.64.in-addr.arpa,win-met-office365.be.
100.6.4.64.in-addr.arpa,windowsretaildemo.com.
100.6.4.64.in-addr.arpa,windowsserver2012.com.
100.6.4.64.in-addr.arpa,wpcregsnapshotstg.com.
100.6.4.64.in-addr.arpa,wpcregsnapshotstg.net.
100.6.4.64.in-addr.arpa,youarewhatyourace.com.
100.6.4.64.in-addr.arpa,youarewhatyourace.net.
100.6.4.64.in-addr.arpa,youarewhatyourace.org.
100.6.4.64.in-addr.arpa,advertisingsurface.net.
100.6.4.64.in-addr.arpa,ageofempiresonline.net.
100.6.4.64.in-addr.arpa,bingadsperformance.com.
100.6.4.64.in-addr.arpa,buildbingadsretail.com.
100.6.4.64.in-addr.arpa,buildbingadssocial.com.
100.6.4.64.in-addr.arpa,buildbingadstravel.com.
100.6.4.64.in-addr.arpa,connectwithsurface.net.
100.6.4.64.in-addr.arpa,createbingadsbrand.com.
100.6.4.64.in-addr.arpa,createbingadsgames.com.
100.6.4.64.in-addr.arpa,createbingadslocal.com.
100.6.4.64.in-addr.arpa,crmdevelopercenter.com.
100.6.4.64.in-addr.arpa,destructionservers.com.
100.6.4.64.in-addr.arpa,destructionservers.net.
100.6.4.64.in-addr.arpa,discoversharepoint.com.
100.6.4.64.in-addr.arpa,halospartanassault.com.
100.6.4.64.in-addr.arpa,halospartanassault.net.
100.6.4.64.in-addr.arpa,internetexplorer10.net.
100.6.4.64.in-addr.arpa,joinedupinnovation.com.
100.6.4.64.in-addr.arpa,joinedupinnovation.net.
100.6.4.64.in-addr.arpa,killerinstinctpins.com.
100.6.4.64.in-addr.arpa,killerinstinctpins.net.
100.6.4.64.in-addr.arpa,kinectsportsrivals.com.
100.6.4.64.in-addr.arpa,microsoftdevicebar.net.
100.6.4.64.in-addr.arpa,microsoftholograms.com.
100.6.4.64.in-addr.arpa,microsoftholograms.net.
100.6.4.64.in-addr.arpa,microsoftmoderator.com.
100.6.4.64.in-addr.arpa,microsoftprivacymx.com.
100.6.4.64.in-addr.arpa,microsoftprivacymx.net.
100.6.4.64.in-addr.arpa,microsoftsalesjobs.com.
100.6.4.64.in-addr.arpa,microsoftwindows10.org.
100.6.4.64.in-addr.arpa,office365-personal.tw.
100.6.4.64.in-addr.arpa,skypeguestspeakers.com.
100.6.4.64.in-addr.arpa,surfaceadvertising.com.
100.6.4.64.in-addr.arpa,surfaceadvertising.net.
100.6.4.64.in-addr.arpa,surfaceinteractive.net.
100.6.4.64.in-addr.arpa,surfacemediacenter.com.
100.6.4.64.in-addr.arpa,surfacemediacenter.net.
100.6.4.64.in-addr.arpa,theinternetoftouch.nl.
100.6.4.64.in-addr.arpa,theinternetoftouch.nu.
100.6.4.64.in-addr.arpa,theinternetoftouch.com.
100.6.4.64.in-addr.arpa,theinternetoftouch.net.
100.6.4.64.in-addr.arpa,tryitoutinthecloud.com.
100.6.4.64.in-addr.arpa,visualstudioonline.com.
100.6.4.64.in-addr.arpa,whatisprojectspark.com.
100.6.4.64.in-addr.arpa,winddowsserver2008.in.
100.6.4.64.in-addr.arpa,windowskylight-int.com.
100.6.4.64.in-addr.arpa,windowskylight-ppe.com.
100.6.4.64.in-addr.arpa,youarewhatyoudrive.com.
100.6.4.64.in-addr.arpa,2en1pourentreprises.be.
100.6.4.64.in-addr.arpa,academiaaccelerator.com.
100.6.4.64.in-addr.arpa,buildbingadscontent.com.
100.6.4.64.in-addr.arpa,buildbingadsdesktop.com.
100.6.4.64.in-addr.arpa,buildbingadsdisplay.com.
100.6.4.64.in-addr.arpa,cloudchannelnetwork.com.
